x:radian,y:sine
0.017453292,0.017452406
0.069813169,0.069756473
0.122173046,0.121869341
0.174532922,0.173648175
0.226892799,0.224951051
0.279252676,0.275637351
0.331612552,0.325568149
0.383972429,0.374606587
0.436332306,0.422618255
0.488692182,0.469471555
0.541052059,0.515038067
0.593411936,0.559192895
0.645771812,0.601815014
0.698131689,0.642787601
0.750491566,0.681998351
0.802851442,0.719339791
0.855211319,0.754709571
0.907571196,0.788010744
0.959931072,0.819152035
1.012290949,0.848048087
1.064650826,0.874619698
1.117010702,0.898794038
1.169370579,0.920504846
1.221730456,0.939692614
1.274090332,0.95630475
1.326450209,0.970295721
1.378810086,0.981627179
1.431169962,0.990268065
1.483529839,0.996194696
1.535889716,0.999390826
1.588249592,0.999847696
1.640609469,0.997564052
1.692969346,0.992546155
1.745329222,0.984807758
1.797689099,0.974370072
1.850048976,0.961261705
1.902408852,0.945518586
1.954768729,0.927183867
2.007128606,0.906307802
2.059488482,0.882947609
2.111848359,0.857167319
2.164208236,0.829037593
2.216568112,0.798635533
2.268927989,0.766044468
2.321287866,0.731353729
2.373647742,0.6946584
2.426007619,0.65605906
2.478367496,0.615661509
2.530727372,0.573576472
2.583087249,0.529919302
2.635447126,0.48480966
2.687807002,0.438371188
2.740166879,0.390731172
2.792526756,0.342020188
2.844886632,0.292371751
2.897246509,0.241921944
2.949606386,0.190809045
3.001966262,0.139173152
3.054326139,0.087155795
3.106686016,0.03489955
3.159045892,-0.017452353
3.211405769,-0.069756419
3.263765646,-0.121869288
3.316125522,-0.173648122
3.368485399,-0.224950998
3.420845276,-0.2756373
3.473205152,-0.325568098
3.525565029,-0.374606538
3.577924906,-0.422618206
3.630284782,-0.469471508
3.682644659,-0.515038021
3.735004536,-0.559192851
3.787364412,-0.601814972
3.839724289,-0.64278756
3.892084166,-0.681998312
3.944444042,-0.719339754
3.996803919,-0.754709535
4.049163796,-0.788010711
4.101523672,-0.819152004
4.153883549,-0.848048059
4.206243426,-0.874619672
4.258603302,-0.898794014
4.310963179,-0.920504825
4.363323056,-0.939692595
4.415682932,-0.956304734
4.468042809,-0.970295708
4.520402686,-0.981627169
4.572762562,-0.990268058
4.625122439,-0.996194691
4.677482316,-0.999390824
4.729842192,-0.999847697
4.782202069,-0.997564056
4.834561946,-0.992546162
4.886921822,-0.984807767
4.939281699,-0.974370084
4.991641576,-0.961261719
5.044001452,-0.945518604
5.096361329,-0.927183887
5.148721206,-0.906307824
5.201081082,-0.882947635
5.253440959,-0.857167347
5.305800836,-0.829037623
5.358160712,-0.798635565
5.410520589,-0.766044502
5.462880466,-0.731353765
5.515240342,-0.694658438
5.567600219,-0.656059101
5.619960096,-0.615661551
5.672319972,-0.573576516
5.724679849,-0.529919347
5.777039726,-0.484809706
5.829399602,-0.438371236
5.881759479,-0.390731221
5.934119356,-0.342020238
5.986479232,-0.292371802
6.038839109,-0.241921996
6.091198986,-0.190809097
6.143558862,-0.139173205
6.195918739,-0.087155848
6.248278616,-0.034899603
6.300638492,0.017452299
